repository	commit	file	bytes	sha256	kind	review_status	source_url
emilkowalski/skills	85e8e2363b713506e1d5b6e07a0eb2da66be1bc3	skills/improve-animations/PLAN-TEMPLATE.md	3100	0a08ac8e23fd2082d7ffb86aeed7b789de77328c3cf874b16f1a755f2ef0a6ad	text	read	https://github.com/emilkowalski/skills/blob/85e8e2363b713506e1d5b6e07a0eb2da66be1bc3/skills/improve-animations/PLAN-TEMPLATE.md
emilkowalski/skills	85e8e2363b713506e1d5b6e07a0eb2da66be1bc3	skills/improve-animations/SKILL.md	8208	73962447464433476343e2c12cd08ab39cc99a9e5f3c118c5fb54ed897574ef6	skill	read	https://github.com/emilkowalski/skills/blob/85e8e2363b713506e1d5b6e07a0eb2da66be1bc3/skills/improve-animations/SKILL.md
emilkowalski/skills	85e8e2363b713506e1d5b6e07a0eb2da66be1bc3	skills/mobile-native/SKILL.md	16838	888b7651d66d66dbac4e72b7c554638eb19bd971d686d6cbdf030a5ef3788f55	skill	queued	https://github.com/emilkowalski/skills/blob/85e8e2363b713506e1d5b6e07a0eb2da66be1bc3/skills/mobile-native/SKILL.md
emilkowalski/skills	85e8e2363b713506e1d5b6e07a0eb2da66be1bc3	skills/pick-ui-library/SKILL.md	4790	675fdce308683256ed617351a9b74d23457a5fbd0a562d9831b9c764b8c5e682	skill	queued	https://github.com/emilkowalski/skills/blob/85e8e2363b713506e1d5b6e07a0eb2da66be1bc3/skills/pick-ui-library/SKILL.md
emilkowalski/skills	85e8e2363b713506e1d5b6e07a0eb2da66be1bc3	skills/prototype/PICKER.md	7548	31a55eec94715cc79942e91e172e539e3031dcd5e2e5ee7c1446cf2caee960a6	text	queued	https://github.com/emilkowalski/skills/blob/85e8e2363b713506e1d5b6e07a0eb2da66be1bc3/skills/prototype/PICKER.md
emilkowalski/skills	85e8e2363b713506e1d5b6e07a0eb2da66be1bc3	skills/prototype/SKILL.md	7830	bba39c955eb1871c5a02733976ceec5d0324198e0812e667604756489c89f7b9	skill	queued	https://github.com/emilkowalski/skills/blob/85e8e2363b713506e1d5b6e07a0eb2da66be1bc3/skills/prototype/SKILL.md
emilkowalski/skills	85e8e2363b713506e1d5b6e07a0eb2da66be1bc3	skills/review-animations/SKILL.md	8407	6ff590d29e436766135aa3d137be1fac2a867165c7257fc315b189361f1873af	skill	queued	https://github.com/emilkowalski/skills/blob/85e8e2363b713506e1d5b6e07a0eb2da66be1bc3/skills/review-animations/SKILL.md
emilkowalski/skills	85e8e2363b713506e1d5b6e07a0eb2da66be1bc3	skills/review-animations/STANDARDS.md	9801	e7d3605034acda54ca13e43aec9e64d65b53de20f75b11b8d694e373012fbe07	text	queued	https://github.com/emilkowalski/skills/blob/85e8e2363b713506e1d5b6e07a0eb2da66be1bc3/skills/review-animations/STANDARDS.md
emilkowalski/skills	85e8e2363b713506e1d5b6e07a0eb2da66be1bc3	skills/write-swift/SKILL.md	42445	16a4b6adb74e338e55e704ce5753ad54d825438b8a63930eeaede9f3c04c9447	skill	queued	https://github.com/emilkowalski/skills/blob/85e8e2363b713506e1d5b6e07a0eb2da66be1bc3/skills/write-swift/SKILL.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	.claude-plugin/marketplace.json	449	44501d59af0727d31ffac855cee0763e1ff2efa2d18b97dc054184b5bb818799	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/.claude-plugin/marketplace.json
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	.claude-plugin/plugin.json	374	3189e669ec15d0934ec8ce212012b0f691b7a5b1404bee475b452a183c535faa	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/.claude-plugin/plugin.json
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	.gitattributes	68	c7b91a8020b8144953c7e7096631324706c9b85a6bb04ba7aede9431f8105916	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/.gitattributes
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	AGENTS.md	14562	4439be71e6c4958eafabf8965eefe11d1034a9fc85210e04751179b7b98a2100	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/AGENTS.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	CLAUDE.md	416	94edfccd1857edcbbb36b8b8f19247aeec5574336f90860a48fe375c6d0bbc2c	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/CLAUDE.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	LICENSE	1069	ed1dfe988fc40511b4845ccd9050a143a2002fee3bedc8064c47fa342b5d8d4f	text	read	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/LICENSE
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	README.md	2775	23ec1197487073154b35060bcfa9064ae6a732fcd9012d934a24de59ce6f9763	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/README.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	opencode.json	94	c84ea5c1426a239cad5114ad294cfebaad39d36c863a584a6f9e56f056988e78	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/opencode.json
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-accessibility/SKILL.md	8254	59a0d8ad310be843566a18bfd839a38f46335110aa31673c4468c9e0172c5350	skill	read	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-accessibility/SKILL.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-accessibility/agents/openai.yaml	121	98699206d4fb00b72bcaf69bb446f541644cc0cc3d23967e266731e100a55563	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-accessibility/agents/openai.yaml
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-accessibility/focus-and-keyboard.md	6319	9ba63027fa8f1b53e4947ee3341e0580347121f3ccb7698f2936d33563ffa4ba	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-accessibility/focus-and-keyboard.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-accessibility/forms.md	3718	b08451ee17861cae49553ba71a122be80c21197087efcc43137862a1db2c5c34	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-accessibility/forms.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-accessibility/hit-areas.md	3957	8c0982229cc01aee419e9c80a4085d5c59a0e7b2b16a4f616a12e9fa0fa094f5	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-accessibility/hit-areas.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-accessibility/motion-and-zoom.md	3939	3efc88394bc958a6e88ecbc8c8e37999df7de0e19730e5784d0e9e5efda696ee	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-accessibility/motion-and-zoom.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-accessibility/screen-readers.md	5072	a35b69db4568e74351a28606328505773f9a1e9ec370e92fbfb2117543c3637a	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-accessibility/screen-readers.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-accessibility/semantics-and-aria.md	5368	e663b6708ac7f4d4d88e884c604cc3e99c1b424ae78209cf4e2430f4966d39b6	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-accessibility/semantics-and-aria.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-colors/SKILL.md	7647	cde9dd40cb183b383514e1a2c76bf74c9d914f5f6722ee6079d3f9cd121862c1	skill	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-colors/SKILL.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-colors/agents/openai.yaml	110	9568572146c8d7d1dc2e12536c2b8ea63480f83f2f2ebfcf2f9a500a56830d4a	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-colors/agents/openai.yaml
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-colors/color-formats.md	4515	e68fffec8f7b8e1036c295fce8d65785764f33aead5d292389c47451e79d7129	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-colors/color-formats.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-colors/color-usage.md	5833	dbaa4a4cb10b8118165fca4531b3c35b409c79185f15a2812a34f118293dba9f	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-colors/color-usage.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-colors/contrast.md	4770	f9a2f8ca2fd7966ea0002a9dd58b9d392fbb14fc6f4365534c488046337e5971	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-colors/contrast.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-colors/palette-generation.md	6022	f3e3f9fc84fd834cfffd9e0c951f28c3f24c3c4a4492d86b697d3258f500fb85	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-colors/palette-generation.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-colors/palette-structure.md	5245	82b22d74ead2a551a2a505347273025020d84dcde4a0170ea2fd14290dc10387	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-colors/palette-structure.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-colors/token-naming.md	5409	198ca90a643d52f446fe423464908e900d31923ee7d13d6454c8b791326d6b2a	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-colors/token-naming.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-interface/SKILL.md	9532	57412a685bd1a654f81def820099481b7df6ddf8f4bc06989a1b875b1d01c036	skill	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-interface/SKILL.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-interface/agents/openai.yaml	103	541c5d823f474543d4f3a314a9292215f8c90c152249e72411ff3e3632cf55bc	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-interface/agents/openai.yaml
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-interface/review-format.md	2547	99bf274b4a382d89fc281482c688127d1d82e3a5a5c84d2662ebfc9946dc8108	text	read	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-interface/review-format.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-layout/SKILL.md	5644	f04c8d870fca110c8003aa8c0c82a7e121642a18443dfb114ee3d774d466c141	skill	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-layout/SKILL.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-layout/agents/openai.yaml	117	d51a2ca663c9331f8f23b7a550e5f848f83e81361e21f2280cc384e99cc0ae15	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-layout/agents/openai.yaml
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-layout/grouping-and-alignment.md	5423	027edd034ab641e8affc2ec02ca97ee0824d86756b14e11de908d62f5d086fb1	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-layout/grouping-and-alignment.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-layout/spacing-and-adaptivity.md	6609	bf46b0857efa5022e6918eda026827e9de2747f3f349b5a6787a2322179abe77	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-layout/spacing-and-adaptivity.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-typography/SKILL.md	10846	717f615910470bd2b7c662cce2af2ebd11cd887379a6ea93455c45f3c5ba378d	skill	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-typography/SKILL.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-typography/agents/openai.yaml	111	01d8b8f835112e97ba0e4d97a07775e919407ebb5aab0cce9b4fa280e66b19b8	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-typography/agents/openai.yaml
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-typography/choosing-fonts.md	3179	d139ec5d68cd123bc305d920295f7bc95a1e1123674de96d19103c1ebffc85c9	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-typography/choosing-fonts.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-typography/css-cheat-sheet.md	3952	45c77f0d1954e12e76c3903361f52703cb4f4287d54c651710f60926247165fb	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-typography/css-cheat-sheet.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-typography/details-and-accessibility.md	4211	d74e2719ee793fbf7408883e0e5eb396b67514ce07e02412f33d5408ecb4a02e	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-typography/details-and-accessibility.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-typography/spacing-and-sizing.md	4294	e28e7899a73a8b17f38418dfd8c1afda116db81a3b68d53dd51eab019b20ab82	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-typography/spacing-and-sizing.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-typography/variable-fonts-and-opentype.md	4308	2bf1317ea5c0af6e36c57d15aacea512e450acbe4b00a8664c4619a959dea0b0	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-typography/variable-fonts-and-opentype.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-typography/wrapping-and-punctuation.md	3277	7cfa3463b68cf21f08ab01a184b12c8bf2fe9340c2c7691a8cc99e4569389efe	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-typography/wrapping-and-punctuation.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-ui/SKILL.md	7152	2482b7b89d851a3128d36edf5367f3223e113a4ef421b7358c7e6de3f2c83faf	skill	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-ui/SKILL.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-ui/agents/openai.yaml	113	799e0b58bded32edf5c217f97e08c364660ec24234978b2e3f7dee1868bea871	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-ui/agents/openai.yaml
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-ui/animations.md	7033	5d2d9e4cefab494b6dd0683e7d2d9bc90788df9c536449c0828c241de965e846	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-ui/animations.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-ui/enter-exit.md	3807	8db1b33d6c80a097218a530cb9749dff4b0a2b992236047a2e88661af5e930ea	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-ui/enter-exit.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-ui/icon-transitions.md	4061	60098242d33133a35a675719c447129b8931aecfbf05d58a6e2aa01e7894694e	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-ui/icon-transitions.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-ui/icons.md	4267	74cc78322874df4e2286bb0f5835d68114f74be1c94f993c94f6af692f44733b	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-ui/icons.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-ui/performance.md	2928	e4bc3c90d6e0281d295e2e7e39d545fb9abd8a67667b0c10e589eda8115e5b1e	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-ui/performance.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-ui/surfaces.md	6268	5508a7caf07ae8de616e7d83e282d4a08c026dd7a2d3cf54979609e4e0301048	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-ui/surfaces.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-writing/SKILL.md	6420	d53163382a058f06e00ac0b36312189108b006aa0b05869c71a70f5c213c44ae	skill	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-writing/SKILL.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/better-writing/agents/openai.yaml	108	a5aec7e0cbc87930962f139eff4341dcf87e83fd19b9447e3f614db2bc71de67	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/better-writing/agents/openai.yaml
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/break/SKILL.md	6681	4b8a1d6b60c2d522432765ab90e9b794fa36dc54f08d1a734c5cb2a1baa69ff1	skill	read	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/break/SKILL.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/break/agents/openai.yaml	166	e3e6b1a83f90763fa8cb166b4ec483ebc78fc84311fb0594d29f03d8ef76eddc	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/break/agents/openai.yaml
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/break/scenarios.md	4320	5aacf085d5eca87b7b5e4f1b0a7412bfd532c8eaa574f455a5b1ffb00cdf86e9	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/break/scenarios.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/explain-interface/SKILL.md	9898	cff58fca5a8f29cefc05bf9f97c1f88f3cf9345ee520a2da4db803c50848c5fb	skill	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/explain-interface/SKILL.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/explain-interface/agents/openai.yaml	160	3858853344ece1dd145523bd9d61c8905c4b2cb6c7307f023cc8666b8f4dc0bc	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/explain-interface/agents/openai.yaml
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/explain-interface/find-the-effect.md	5020	7e26085eb0c8c68c33d322fbecb16586cc799b0e032d53c912eb16a0c253ceaf	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/explain-interface/find-the-effect.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/explain-interface/from-an-image.md	3448	b6073080f9fedf9ac34ff035c36aa235c42e6549bcd619d460484fd262add18b	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/explain-interface/from-an-image.md
jakubkrehel/skills	267330e1adfc66a718fb65fa6918c1f06d0a689e	skills/explain-interface/no-browser.md	3880	c46533a02e16a3ed09cb3d74df7898547200a21b27053ee029da8b7c4a4f5c8c	text	queued	https://github.com/jakubkrehel/skills/blob/267330e1adfc66a718fb65fa6918c1f06d0a689e/skills/explain-interface/no-browser.md
